Id,Onset,Offset
N,0.0,1.110561
C,1.110561,2.359153
F,2.359153,4.231622
G,4.231622,6.213665
C:maj6,6.213665,10.033348
F,10.033348,11.995434
G,11.995434,13.91108
C:maj6,13.91108,17.520064
A:min,17.520064,19.4026
E:min,19.4026,21.295026
F:maj7,21.295026,23.129402
E:min,23.129402,25.300468
D:min,25.300468,27.250944
G,27.250944,29.16659
C:maj6,29.16659,33.032713
F,33.032713,34.936749
G,34.936749,36.852395
C:maj6,36.852395,40.706908
F,40.706908,42.680604
G,42.680604,44.556491
C:maj6,44.556491,48.172123
A:min,48.172123,50.02972
E:min,50.02972,51.956976
F:maj7,51.956976,53.814572
E:min,53.814572,55.915978
F,55.915978,57.843234
G,57.843234,59.782101
C:maj6,59.782101,63.706273
C,63.706273,65.621919
E,65.621919,67.514346
A,67.514346,71.368858
D:min,71.368858,73.261284
F,73.261284,75.188541
C,75.188541,78.985003
C,78.985003,80.900649
E,80.900649,82.793076
A,82.793076,86.624368
D:min,86.624368,88.551624
F,88.551624,90.444051
C,90.444051,94.298563
F,94.298563,96.260649
G,96.260649,98.187906
C:maj6,98.187906,102.065638
F,102.065638,103.992894
G,103.992894,105.943371
C:maj6,105.943371,109.577293
A:min,109.577293,111.4465
E:min,111.4465,113.327316
F:maj7,113.327316,115.231352
E:min,115.231352,117.344368
F,117.344368,119.341284
G,119.341284,121.210491
C:maj6,121.210491,124.844414
A:min,124.844414,126.73684
E:min,126.73684,128.629266
F:maj7,128.629266,130.428813
C:maj9,130.428813,133.363112
N,133.363112,137.848163
N,0.0,0.440395
D,0.440395,1.148857
A:min7,1.148857,2.833846
D,2.833846,5.008935
A:min7,5.008935,6.931435
D,6.931435,8.769606
A:min,8.769606,10.090791
F,10.090791,10.779093
D,10.779093,11.498912
G,11.498912,12.799229
D,12.799229,14.076327
F,14.076327,15.388254
G,15.388254,16.735012
G,16.735012,18.058549
D,18.058549,19.382087
F,19.382087,20.694014
G,20.694014,22.040771
G,22.040771,23.364309
D,23.364309,24.653016
F,24.653016,25.999774
G,25.999774,27.323311
G,27.323311,28.658458
D,28.658458,29.993606
F,29.993606,31.235873
G,31.235873,32.582631
A:min7,32.582631,33.940998
D,33.940998,35.276145
A:min7,35.276145,36.611293
D,36.611293,37.99288
G,37.99288,39.339638
E:min,39.339638,40.651565
A:min,40.651565,42.009932
F,42.009932,42.683311
D,42.683311,43.34508
G,43.34508,44.645397
D,44.645397,46.026984
F,46.026984,47.327302
G,47.327302,48.674059
G,48.674059,49.997597
D,49.997597,51.321134
F,51.321134,52.644672
G,52.644672,54.003039
G,54.003039,55.338186
D,55.338186,56.638504
F,56.638504,57.950431
G,57.950431,59.308799
G,59.308799,60.655556
D,60.655556,61.967483
F,61.967483,63.291021
G,63.291021,64.649388
A:min7,64.649388,65.961316
D,65.961316,67.284853
A:min7,67.284853,68.62
D,68.62,69.943538
G,69.943538,71.278685
E:min,71.278685,72.602223
A:min,72.602223,73.92576
F,73.92576,74.622359
D,74.622359,75.307347
G,75.307347,76.630885
D,76.630885,77.977642
F,77.977642,79.336009
G,79.336009,80.659547
G,80.659547,82.006304
D,82.006304,83.353062
F,83.353062,84.734649
G,84.734649,86.093016
A:min,86.093016,87.404944
D,87.404944,88.751701
A:min,88.751701,90.086848
D,90.086848,91.445216
G,91.445216,92.850023
E:min,92.850023,94.17356
A:min,94.17356,95.508708
F,95.508708,96.063565
D:7,96.063565,96.878685
G,96.878685,98.237053
D,98.237053,99.5722
F,99.5722,100.965397
G,100.965397,102.312155
G,102.312155,103.647302
D,103.647302,105.005669
F,105.005669,106.340817
G,106.340817,107.687574
G,107.687574,109.057551
D,109.057551,110.357869
F,110.357869,111.704626
G,111.704626,113.051384
G,113.051384,114.386531
D,114.386531,115.721678
F,115.721678,117.021996
G,117.021996,118.357143
A:min7,118.357143,119.680681
D,119.680681,121.004218
A:min7,121.004218,122.316145
D,122.316145,123.639683
G,123.639683,125.00966
E:min,125.00966,126.344808
A:min,126.344808,127.714785
F,127.714785,128.388164
D,128.388164,129.061542
G,129.061542,130.4083
D,130.4083,131.708617
F,131.708617,133.125034
G,133.125034,134.378912
G,134.378912,135.656009
D,135.656009,136.991157
F,136.991157,138.337914
G,138.337914,139.684672
A:min,139.684672,140.984989
D:maj6,140.984989,142.331746
A:min,142.331746,143.643674
D:maj6,143.643674,144.978821
G,144.978821,146.372019
E:min,146.372019,147.718776
N,147.718776,153.521633
N,0.0,0.421247
A,0.421247,1.274255
E,1.274255,2.166234
A,2.166234,3.953211
A,3.953211,5.746892
E,5.746892,7.505864
D:7,7.505864,9.30541
E,9.30541,11.070127
A,11.070127,11.964095
D,11.964095,12.800013
A,12.800013,13.723731
E,13.723731,14.54151
A,14.54151,16.329446
A,16.329446,18.117383
A,18.117383,18.95455
A:7/3,18.95455,19.8821
D,19.8821,21.658426
D,21.658426,23.411533
A,23.411533,24.340331
E,24.340331,25.211079
A,25.211079,26.999016
A,26.999016,28.752122
E,28.752122,30.482009
D:7,30.482009,32.304775
E,32.304775,34.081102
A,34.081102,34.97507
D,34.97507,35.810988
A,35.810988,37.598925
A,37.598925,39.375251
A,39.375251,41.174798
A,41.174798,42.010716
A:7/3,42.010716,42.893075
D,42.893075,44.715841
D,44.715841,46.457338
A,46.457338,47.386136
E,47.386136,48.233664
A,48.233664,49.998381
F#:min7,49.998381,51.797927
B,51.797927,53.551034
D,53.551034,55.374892
E,55.374892,57.057247
A,57.057247,58.903233
E,58.903233,60.67956
D:7,60.67956,62.432666
E,62.432666,64.232213
A,64.232213,65.161011
D,65.161011,66.043369
A,66.043369,67.831306
A,67.831306,69.665682
E,69.665682,71.418789
D:7,71.418789,73.148676
E,73.148676,74.936612
A,74.936612,75.86541
D,75.86541,76.770988
A,76.770988,78.535705
F#:min7,78.535705,80.346861
B,80.346861,82.134798
D,82.134798,83.934344
E,83.934344,85.699061
A,85.699061,87.533437
E,87.533437,89.321374
D:7,89.321374,91.07448
E,91.07448,92.966907
A,92.966907,93.895705
D,93.895705,94.731623
A,94.731623,96.51956
A,96.51956,98.353936
A,98.353936,100.257973
A,100.257973,101.128721
A:7,101.128721,102.034299
D,102.034299,103.880285
D,103.880285,105.679832
A,105.679832,106.59702
E,106.59702,107.456158
A,107.456158,109.278925
A,109.278925,111.032032
E,111.032032,112.854798
D:7,112.854798,114.712394
E,114.712394,116.558381
A,116.558381,117.475569
D,117.475569,118.404367
A,118.404367,120.192304
A,120.192304,122.901657
N,122.901657,127.582041
N,0.0,0.446618
E:7,0.446618,2.408196
A,2.408196,8.085475
D,8.085475,10.953139
A,10.953139,13.878853
E,13.878853,18.139715
A,18.139715,19.672232
E,19.672232,21.111869
A,21.111869,22.597946
E,22.597946,25.477221
A,25.477221,28.356495
D,28.356495,31.200939
E,31.200939,32.640577
E,32.640577,34.103434
