Id,Onset,Offset
N,0.0,12.350209
A:7,12.350209,17.502607
C:7,17.502607,20.068412
G,20.068412,21.682199
D,21.682199,22.599387
G:7,22.599387,23.911315
A:7,23.911315,25.200022
C:7,25.200022,26.54678
G:7,26.54678,27.765827
G:7,27.765827,29.031315
A:7,29.031315,30.331632
C:7,30.331632,31.63195
G:7,31.63195,32.839387
A:7,32.839387,35.428412
C:7,35.428412,37.936167
G,37.936167,39.224875
C,39.224875,40.501972
G,40.501972,42.951678
C:7,42.951678,45.529092
F,45.529092,48.060068
C,48.060068,50.591043
D,50.591043,55.664603
G,55.664603,56.99975
Bb:maj6,56.99975,58.300068
C,58.300068,59.565555
G,59.565555,60.865873
C,60.865873,63.443287
G,63.443287,65.916213
G,65.916213,67.19331
Bb:maj6,67.19331,68.435578
C,68.435578,69.643015
G,69.643015,70.885283
A,70.885283,73.393038
D,73.393038,75.900793
C,75.900793,78.408548
G,78.408548,80.823424
A:7,80.823424,83.040929
C:sus4,83.040929,83.644648
C/9,83.644648,84.201927
G,84.201927,85.746054
C,85.746054,88.195759
F:7,88.195759,90.599024
C,90.599024,93.07195
D,93.07195,97.93653
G:7,97.93653,99.306507
A:7,99.306507,100.537165
C:7,100.537165,101.791043
G:7,101.791043,103.01009
G:7,103.01009,104.229138
A:7,104.229138,105.401746
C:7,105.401746,106.678843
G:7,106.678843,107.886281
A:7,107.886281,110.359206
C:7,110.359206,112.727641
G,112.727641,113.993129
C:7,113.993129,115.212176
G,115.212176,117.650272
C,117.650272,122.435918
C,0.0,2.24027
D,2.24027,4.383333
E,4.383333,8.818344
E,8.818344,9.967732
B/3,9.967732,11.07068
F#:min/5,11.07068,12.196848
F#:min,12.196848,13.334625
F#:min,13.334625,14.402743
B,14.402743,15.494081
E,15.494081,17.711587
E,17.711587,18.779705
B,18.779705,19.871043
F#:min,19.871043,22.065328
F#:min,22.065328,23.145056
B,23.145056,24.224784
E,24.224784,26.43068
D,26.43068,27.452358
A,27.452358,28.578526
E,28.578526,30.749591
D,30.749591,31.840929
A,31.840929,32.920657
E,32.920657,35.080113
A,35.080113,37.216349
E,37.216349,39.410634
B,39.410634,43.578616
E,43.578616,44.646734
B,44.646734,45.703242
F#:min,45.703242,47.885918
F#:min,47.885918,48.942426
B,48.942426,50.033764
E,50.033764,52.204829
E,52.204829,53.284557
B,53.284557,54.329455
F#:min,54.329455,56.488911
F#:min,56.488911,57.545419
B,57.545419,58.578707
E,58.578707,60.738163
D,60.738163,61.817891
A,61.817891,62.851179
E,62.851179,65.010634
D,65.010634,66.078752
A,66.078752,67.17009
E,67.17009,69.248276
A,69.248276,71.384512
E,71.384512,73.567188
C#:min,73.567188,75.671359
F#,75.671359,77.839659
E,77.839659,78.919387
D,78.919387,79.964285
A,79.964285,82.123741
C#:min,82.123741,84.248367
F#,84.248367,86.361383
E,86.361383,87.383061
D,87.383061,88.462789
A,88.462789,90.645464
E,90.645464,91.713582
B,91.713582,92.79331
F#:min,92.79331,94.941156
F#:min,94.941156,95.997664
B,95.997664,97.054172
E,97.054172,99.213628
E,99.213628,100.293356
B,100.293356,101.373083
F#:min,101.373083,103.486099
F#:min,103.486099,104.530997
B,104.530997,105.610725
E,105.610725,107.735351
D,107.735351,108.791859
A,108.791859,109.836757
E,109.836757,111.996213
D,111.996213,113.052721
A,113.052721,114.132448
E,114.132448,116.268684
A,116.268684,118.43975
E,118.43975,120.599206
C#:min,120.599206,122.71704
F#,122.71704,124.871678
E,124.871678,125.916575
D,125.916575,126.973083
A,126.973083,129.144149
C#:min,129.144149,131.268775
F#,131.268775,133.381791
E,133.381791,134.438299
D,134.438299,135.494807
A,135.494807,137.654263
D,137.654263,138.687551
A,138.687551,139.767278
E,139.767278,141.880294
D,141.880294,142.971632
A,142.971632,144.00492
E,144.00492,146.210816
A,146.210816,148.300612
E,148.300612,150.448458
D,150.448458,152.526643
A,152.526643,154.639659
C/5,154.639659,156.764285
D:9/5,156.764285,158.888911
E,158.888911,162.946171
N,162.946171,164.022857
N,0.0,0.287214
A/5,0.287214,1.744648
A:7/b7,1.744648,3.195895
F#:min7,3.195895,4.728412
D:min/b3,4.728412,6.144829
A,6.144829,7.572857
A:7/b7,7.572857,9.037672
F#:min7,9.037672,10.463741
F:aug,10.463741,11.856938
A/5,11.856938,13.215306
A:7/b7,13.215306,14.689773
F#:min7,14.689773,16.10619
F,16.10619,18.788095
A,18.788095,20.204512
A:7/b7,20.204512,21.562879
F#:min7,21.562879,22.956077
F:aug,22.956077,24.360884
A,24.360884,25.684421
A:7/b7,25.684421,27.077619
F#:min7,27.077619,29.794353
D:min,29.794353,31.106281
D:min/b7,31.106281,32.453038
Bb,32.453038,35.111723
C:maj(9),35.111723,37.712358
F:maj6,37.712358,40.289773
Bb,40.289773,42.820748
C:maj(9),42.820748,45.282063
G,45.282063,47.720158
D,47.720158,50.506553
G,50.506553,51.85331
C,51.85331,53.176848
D,53.176848,55.719433
G,55.719433,57.05458
C,57.05458,58.331678
D,58.331678,60.804603
G,60.804603,62.09331
C,62.09331,63.382018
D,63.382018,65.901383
D,65.901383,68.467188
A,68.467188,69.860385
A:7/b7,69.860385,71.149092
F#:min7,71.149092,72.49585
F:aug,72.49585,73.935487
A/5,73.935487,75.270634
A:7/b7,75.270634,76.570952
F#:min7,76.570952,77.848049
F,77.848049,80.506734
A,80.506734,81.795442
A:7/b7,81.795442,83.118979
F#:min7,83.118979,84.500566
F:aug,84.500566,85.754444
A,85.754444,87.089591
A:7/b7,87.089591,88.424739
F#:min,88.424739,91.025374
D:min,91.025374,92.360521
D:min/b7,92.360521,93.637619
Bb,93.637619,96.191814
C:maj(9),96.191814,98.676349
F:maj6,98.676349,101.102834
Bb,101.102834,103.506099
C:maj(9),103.506099,105.932585
G,105.932585,108.34746
D,108.34746,111.064195
G,111.064195,112.341292
C,112.341292,113.688049
D,113.688049,116.230634
G,116.230634,117.530952
C,117.530952,118.808049
D,118.808049,121.362244
G,121.362244,122.616122
C,122.616122,123.881609
D,123.881609,126.400975
D,126.400975,128.93195
A,128.93195,130.371587
A:7/b7,130.371587,131.660294
F#:min7,131.660294,133.007052
F:aug,133.007052,134.342199
A,134.342199,135.723786
A:7/b7,135.723786,137.070544
F#:min,137.070544,138.405691
F,138.405691,140.936666
A/5,140.936666,142.283424
A:7/b7,142.283424,143.548911
