Id,Onset,Offset
N,0.0,1.072266
F#,1.072266,1.773285
C#:min,1.773285,5.216719
E,5.216719,8.757762
C#:min,8.757762,10.510869
A,10.510869,11.404837
G:dim7,11.404837,12.263975
E,12.263975,14.017082
E,14.017082,15.770189
E,15.770189,17.488465
C,17.488465,19.253182
E,19.253182,21.041118
E,21.041118,22.829055
C,22.829055,24.616991
E,24.616991,26.370098
E,26.370098,28.158034
C#:min,28.158034,31.687468
E,31.687468,35.29817
C#:min,35.29817,37.074497
A,37.074497,37.980075
G:dim7,37.980075,38.839214
E,38.839214,42.415087
E,42.415087,44.203023
B:aug/3,44.203023,45.96774
B:min/b3,45.96774,47.802116
C#:7,47.802116,49.601663
A,49.601663,51.401209
B,51.401209,53.212366
F#:min7,53.212366,54.988692
B,54.988692,56.683749
E,56.683749,58.471685
C,58.471685,60.271232
E,60.271232,62.082388
E,62.082388,63.870325
C,63.870325,65.716311
E,65.716311,67.492638
E,67.492638,69.303794
C#:min,69.303794,72.914497
E,72.914497,76.51359
C#:min,76.51359,78.301527
A,78.301527,79.207105
G:dim7,79.207105,80.112683
E,80.112683,81.900619
E,81.900619,83.734996
E,83.734996,85.511322
B:aug/3,85.511322,87.322479
B:min/b3,87.322479,89.180075
C#:7,89.180075,91.037672
A,91.037672,92.802388
B,92.802388,94.625155
F#:min7,94.625155,96.424701
B,96.424701,98.131368
E,98.131368,99.930914
C,99.930914,101.718851
E,101.718851,103.530007
E,103.530007,105.341164
C,105.341164,107.17554
E,107.17554,108.975087
E,108.975087,110.797853
C#:min,110.797853,114.420166
E,114.420166,118.019259
C#:min,118.019259,119.900075
A,119.900075,120.948017
G:dim7,120.948017,122.996812
E,122.996812,124.079667
G:7,124.079667,124.799486
F#:7,124.799486,125.751504
F:7,125.751504,126.715132
E:maj7,126.715132,130.06228
N,130.06228,133.746939
N,0.0,0.497838
"E:aug(9,11)",0.497838,3.657165
C#:min,3.657165,7.755487
E,7.755487,11.923469
C#:min,11.923469,15.952131
F#:min,15.952131,19.945963
A:min,19.945963,21.966099
E,21.966099,25.971541
C#:min,25.971541,30.046643
E,30.046643,34.133356
C#:min,34.133356,38.150408
F#:min,38.150408,42.13263
A:min,42.13263,44.141156
E,44.141156,48.088548
A,48.088548,52.001111
C#:min,52.001111,55.925283
A,55.925283,57.898979
E,57.898979,58.59169
C#:min,58.59169,59.907505
A,59.907505,61.881201
E,61.881201,62.670131
E/5,62.670131,63.843287
E,63.843287,65.886643
C#:min,65.886643,70.008185
E,70.008185,74.118117
C#:min,74.118117,78.14678
F#:min,78.14678,82.175442
A:min,82.175442,84.149138
E,84.149138,88.15458
A,88.15458,92.078752
C#:min,92.078752,96.026145
A,96.026145,97.999841
E,97.999841,98.725083
C#:min,98.725083,99.961927
A,99.961927,101.912403
E,101.912403,102.701882
E/5,102.701882,103.897709
A,103.897709,105.848185
E,105.848185,106.626054
E/5,106.626054,107.845102
E,107.845102,109.876848
C#:min,109.876848,113.94034
E,113.94034,118.108321
C#:min,118.108321,120.304441
N,120.304441,124.551837
N,0.0,0.47869
C#:min,0.47869,1.302038
F#:min,1.302038,2.793277
B,2.793277,4.279353
E,4.279353,5.800261
C#:min,5.800261,7.344387
A,7.344387,8.853684
F#:min,8.853684,10.386202
D,10.386202,11.953548
B,11.953548,13.486066
