Id,Onset,Offset
N,0.0,1.129709
N,1.129709,3.04447
D,3.04447,5.20815
D,5.20815,7.158117
G,7.158117,9.050544
D,9.050544,11.03585
G,11.03585,12.997936
D,12.997936,14.983242
G,14.983242,16.933718
"A:min7(*5,b6)",16.933718,20.741791
B:min,20.741791,22.680657
G:7,22.680657,24.654353
B:min,24.654353,26.581609
G:7,26.581609,28.508866
B:min,28.508866,30.494172
E:7,30.494172,31.43458
A,31.43458,32.421428
D,32.421428,33.431496
G,33.431496,34.406734
A,34.406734,36.3456
D,36.3456,38.307687
G,38.307687,40.304603
D,40.304603,42.278299
G,42.278299,44.251995
D,44.251995,46.225691
G,46.225691,48.176167
"A:min7(*5,b6)",48.176167,52.07712
B:min,52.07712,54.027596
G:7,54.027596,55.931632
B:min,55.931632,57.951768
G:7,57.951768,59.879024
B:min,59.879024,61.841111
E:7,61.841111,62.839569
A,62.839569,63.826417
D,63.826417,64.836485
G,64.836485,65.811723
A:7(#9),65.811723,67.785419
D,67.785419,69.747505
G,69.747505,71.686371
D,71.686371,73.636848
G,73.636848,75.622154
D,75.622154,77.58424
G,77.58424,79.523106
A:min(*5),79.523106,83.424058
B:min,83.424058,85.409365
G:7,85.409365,87.301791
B:min,87.301791,89.310317
G:7,89.310317,91.272403
B:min,91.272403,93.246099
E:7,93.246099,94.198117
A,94.198117,95.196575
D,95.196575,96.195034
G,96.195034,97.158662
A,97.158662,99.085918
D,99.085918,101.071224
G,101.071224,103.03331
D,103.03331,104.960566
G,104.960566,106.980702
D,106.980702,108.919569
G,108.919569,110.881655
"A:min7(*5,b6)",110.881655,114.782607
B:min,114.782607,116.721473
G:7,116.721473,118.66034
B:min,118.66034,120.657256
G:7,120.657256,122.596122
B:min,122.596122,124.581428
E:7,124.581428,125.545056
A,125.545056,126.555124
D,126.555124,127.518752
G,127.518752,128.49399
A:7(#9),128.49399,130.479297
D,130.479297,131.500975
G,131.500975,132.464603
A:7(#9),132.464603,134.415079
D,134.415079,135.425147
G,135.425147,136.400385
A:7(#9),136.400385,138.374081
D,138.374081,139.360929
G,139.360929,140.278117
A:7(#9),140.278117,142.251814
D,142.251814,143.238662
G,143.238662,144.19068
A:7(#9),144.19068,146.175986
N,146.175986,150.282449
N,0.0,0.421247
E,0.421247,5.346961
D,5.346961,6.298979
E,6.298979,8.319115
E,8.319115,13.218526
D,13.218526,14.193764
E,14.193764,16.16746
E,16.16746,21.09009
D,21.09009,22.030498
E,22.030498,24.004195
E,24.004195,28.950045
D,28.950045,29.960113
E,29.960113,31.968639
E:min,31.968639,35.985691
A,35.985691,39.979523
E:min,39.979523,43.926916
F#:min,43.926916,45.912222
B,45.912222,47.885918
E,47.885918,52.959478
D,52.959478,53.992766
E,53.992766,55.966462
E,55.966462,61.040022
D,61.040022,62.00365
E,62.00365,64.093446
E,64.093446,69.167006
D,69.167006,70.130634
E,70.130634,72.16238
E,72.16238,77.27077
D,77.27077,78.269229
E,78.269229,80.324195
E:min,80.324195,84.445736
A,84.445736,88.474399
E:min,88.474399,92.526281
F#:min,92.526281,94.534807
B,94.534807,96.589773
E,96.589773,101.651723
D,101.651723,102.708231
E,102.708231,104.751587
E,104.751587,109.906417
D,109.906417,110.928095
E,110.928095,112.994671
E,112.994671,118.068231
D,118.068231,119.113129
E,119.113129,122.64045
N,122.64045,125.44
N,0.0,0.459543
D,0.459543,1.225419
A,1.225419,4.441383
A,4.441383,6.438299
B,6.438299,8.458435
D,8.458435,10.548231
A,10.548231,12.522538
A,12.522538,14.565283
B,14.565283,16.562199
D,16.562199,18.651995
A,18.651995,20.648911
A:7,20.648911,22.703877
D,22.703877,24.735623
D:min,24.735623,26.790589
A,26.790589,28.810725
A,28.810725,30.830861
B,30.830861,32.874217
D,32.874217,33.698526
A,33.698526,36.821609
