Id,Onset,Offset
N,0.0,10.109939
E,10.109939,11.787486
E:7,11.787486,16.706689
A,16.706689,18.420002
D,18.420002,20.046184
C,20.046184,21.722199
D,21.722199,23.417256
A,23.417256,25.112312
D,25.112312,26.760929
C,26.760929,28.432766
D,28.432766,30.127823
A,30.127823,31.799659
C,31.799659,33.471496
D,33.471496,36.80356
A,36.80356,38.730816
D,38.730816,38.928185
D#,38.928185,39.148775
E,39.148775,40.135623
A,40.135623,41.86551
D,41.86551,43.514126
C,43.514126,45.220793
D,45.220793,46.90424
A,46.90424,48.622517
D,48.622517,50.282743
C,50.282743,52.00102
D,52.00102,53.696077
A,53.696077,55.367913
C,55.367913,57.07458
D,57.07458,62.891179
A,62.891179,65.00614
A/2,65.00614,65.369945
A/b3,65.369945,65.81034
A/3,65.81034,66.21244
D,66.21244,69.520476
A,69.520476,71.679931
A/2,71.679931,72.097891
A/b3,72.097891,72.50424
A/3,72.50424,72.922199
D,72.922199,73.781337
A/3,73.781337,74.582426
C,74.582426,75.418344
B,75.418344,76.300702
E,76.300702,77.949319
D,77.949319,79.690816
A,79.690816,81.607119
D,81.607119,81.817743
D#,81.817743,82.047514
E,82.047514,83.034489
A,83.034489,84.717936
D,84.717936,86.436213
C,86.436213,88.108049
D,88.108049,89.826326
A,89.826326,91.498991
D,91.498991,93.17
C,93.17,94.865056
D,94.865056,96.560113
A,96.560113,98.23195
C,98.23195,99.938616
D,99.938616,101.564013
D,101.564013,103.28229
A,103.28229,104.954126
A,104.954126,105.395306
A/2,105.395306,105.824875
A/b3,105.824875,106.208004
A/3,106.208004,106.625963
D,106.625963,110.027687
A,110.027687,112.152312
A/2,112.152312,112.593492
A/b3,112.593492,113.023061
A/3,113.023061,113.430449
D,113.430449,114.276938
A/3,114.276938,115.147687
C,115.147687,115.995215
B,115.995215,116.831133
E,116.831133,118.51458
D,118.51458,120.209637
A,120.209637,122.125283
D,122.125283,122.322653
D#,122.322653,122.554852
E,122.554852,123.58814
A,123.58814,125.294807
D,125.294807,126.978253
C,126.978253,128.67331
D,128.67331,130.403197
A,130.403197,132.075034
D,132.075034,133.77009
C,133.77009,135.476757
D,135.476757,137.218253
A,137.218253,138.91331
C,138.91331,140.619977
D,140.619977,142.315034
D,142.315034,143.97526
A,143.97526,145.890907
D,145.890907,146.115421
