Id,Onset,Offset
N,0.0,1.014823
G:sus4(b7),1.014823,4.155032
G,4.155032,5.017256
C,5.017256,5.853174
G,5.853174,7.525011
F,7.525011,9.231677
G,9.231677,10.915124
G,10.915124,11.774262
C,11.774262,12.668231
G,12.668231,14.374897
F,14.374897,16.069954
G,16.069954,17.788231
C,17.788231,19.518117
D,19.518117,21.213174
G,21.213174,22.107142
C,22.107142,22.954671
G,22.954671,24.661337
G,24.661337,25.532086
C,25.532086,26.402834
G,26.402834,28.074671
F,28.074671,29.769727
G,29.769727,31.534444
G,31.534444,32.381972
C,32.381972,33.241111
G,33.241111,34.947777
F,34.947777,36.654444
G,36.654444,38.40755
C,38.40755,40.125827
D,40.125827,41.878934
G,41.878934,42.726462
C,42.726462,43.59721
G,43.59721,45.338707
B:min,45.338707,47.068594
E:min,47.068594,48.78687
B:min,48.78687,52.304693
G,52.304693,53.97653
E:min,53.97653,55.694807
C,55.694807,57.401473
D:7,57.401473,59.16619
G,59.16619,60.071768
C,60.071768,60.907686
G,60.907686,62.625963
F,62.625963,64.36746
G,64.36746,66.120566
G,66.120566,66.956485
C,66.956485,67.838843
G,67.838843,69.626779
F,69.626779,71.333446
G,71.333446,73.074943
C,73.074943,74.846464
D,74.846464,76.534716
G,76.534716,77.417074
C,77.417074,78.287823
G,78.287823,79.035042
G/5,79.035042,80.040929
G,80.040929,80.911677
C,80.911677,81.817256
G,81.817256,83.541028
F,83.541028,85.311859
G,85.311859,86.995306
G,86.995306,87.889274
C,87.889274,88.748412
G,88.748412,90.478299
F,90.478299,92.266235
G,92.266235,93.972902
C,93.972902,95.702789
D,95.702789,97.455895
G,97.455895,98.303423
C,98.303423,99.162562
G,99.162562,100.938888
B:min,100.938888,102.645555
E:min,102.645555,104.398662
B:min,104.398662,107.858435
G,107.858435,109.611541
E:min,109.611541,111.353038
C,111.353038,113.036485
D:7,113.036485,114.789591
G,114.789591,115.62551
C,115.62551,116.519478
G,116.519478,118.272584
F,118.272584,119.944421
G,119.944421,121.732358
G,121.732358,122.591496
C,122.591496,123.462244
G,123.462244,125.203741
F,125.203741,126.922018
G,126.922018,128.651904
C,128.651904,130.393401
D,130.393401,132.192947
G,132.192947,133.075306
C,133.075306,133.934444
G,133.934444,134.784297
G:sus4/5,134.784297,135.68755
G,135.68755,136.604739
C,136.604739,137.463877
G,137.463877,138.345753
C,138.345753,139.228594
G,139.228594,140.099342
C,140.099342,141.026418
F:maj9(*7),141.026418,148.704611
N,148.704611,152.555102
N,0.0,0.421247
G,0.421247,1.302038
D,1.302038,2.177599
G,2.177599,3.083177
D,3.083177,4.000366
G,4.000366,4.917554
D,4.917554,5.846352
G,5.846352,6.77515
D,6.77515,7.77393
G,7.77393,8.635573
D,8.635573,9.503495
G,9.503495,10.420683
D,10.420683,11.314651
G,11.314651,12.23184
D,12.23184,13.172248
G,13.172248,14.077826
D,14.077826,15.006624
G,15.006624,15.923812
D,15.923812,16.849898
E:min/b3,16.849898,17.758189
E:min,17.758189,18.675377
C,18.675377,20.507092
D,20.507092,22.34413
G,22.34413,23.261318
D,23.261318,24.178506
G,24.178506,25.107304
D,25.107304,26.047713
G,26.047713,26.918461
D,26.918461,27.812429
G,27.812429,28.741227
D,28.741227,29.658415
G,29.658415,30.563994
D,30.563994,31.516968
G,31.516968,32.378611
D,32.378611,33.292338
G,33.292338,34.186307
D,34.186307,35.135866
E:min/b3,35.135866,35.996293
E:min,35.996293,36.926261
C,36.926261,38.725808
B,38.725808,40.618234
E:min,40.618234,42.47583
C,42.47583,44.286987
G,44.286987,46.164891
B,46.164891,47.96735
E:min,47.96735,51.641107
G,51.641107,53.458869
G:7,53.458869,55.355744
C,55.355744,57.139232
D,57.139232,59.012938
G,59.012938,60.807985
E:min,60.807985,62.665581
C,62.665581,64.52745
D,64.52745,66.311114
G,66.311114,67.274742
D,67.274742,68.21515
G,68.21515,69.132338
D,69.132338,70.084357
G,70.084357,70.989935
D,70.989935,71.895513
G,71.895513,72.812701
D,72.812701,73.729889
G,73.729889,74.612248
D,74.612248,75.541046
G,75.541046,76.481454
D,76.481454,77.410252
G,77.410252,78.31583
D,78.31583,79.209799
E:min/b3,79.209799,80.138597
E:min,80.138597,81.067395
C,81.067395,82.878552
D,82.878552,84.701318
G,84.701318,85.618506
D,85.618506,86.558914
G,86.558914,87.487713
D,87.487713,88.404901
G,88.404901,89.333699
D,89.333699,90.216057
G,90.216057,91.133245
D,91.133245,92.038824
G,92.038824,92.944402
D,92.944402,93.8732
G,93.8732,94.813608
D,94.813608,95.707576
G,95.707576,96.659595
D,96.659595,97.565173
E:min/b3,97.565173,98.506103
E:min,98.506103,99.353109
C,99.353109,101.175876
D,101.175876,103.033296
G,103.033296,103.96227
D,103.96227,104.891069
G,104.891069,105.761817
D,105.761817,106.702225
G,106.702225,107.561363
D,107.561363,108.501771
G,108.501771,109.44218
D,109.44218,110.336148
G,110.336148,111.264946
D,111.264946,112.147304
G,112.147304,113.064493
D,113.064493,113.993291
G,113.993291,114.898869
D,114.898869,115.804447
E:min/b3,115.804447,116.721635
E:min,116.721635,117.638824
C,117.638824,119.50803
B:7,119.50803,121.354016
E:min,121.354016,123.176783
C,123.176783,124.987939
G,124.987939,126.833926
B,126.833926,128.679912
E:min,128.679912,130.572338
E:min,130.572338,132.360275
G,132.360275,134.229481
G:7,134.229481,136.052248
C,136.052248,137.909844
D,137.909844,139.77905
G,139.77905,141.601817
E:min,141.601817,143.424583
