Id,Onset,Offset
N,0.0,6.146383
D:7,6.146383,12.560883
D:7(#9),12.560883,13.958609
D:7,13.958609,19.608139
D:7(#9),19.608139,20.947487
D:7,20.947487,23.044692
C,23.044692,26.597345
G:7,26.597345,28.408502
D:7,28.408502,35.513808
D:7(#9),35.513808,36.860565
D:7,36.860565,42.595894
D:7(#9),42.595894,43.907821
D:7,43.907821,46.102107
C,46.102107,49.63154
G:7,49.63154,51.477527
D:7,51.477527,60.382379
C:9,60.382379,62.170316
D:7,62.170316,67.342149
C:9,67.342149,71.017118
D:7,71.017118,85.297391
C,85.297391,88.931313
G:7,88.931313,90.80052
D:7,90.80052,98.033536
D:7(#9),98.033536,99.376102
D:7,99.376102,105.289771
D:7(#9),105.289771,106.636529
D:7,106.636529,108.900474
C,108.900474,112.522787
G:7,112.522787,114.391994
D:7,114.391994,118.095576
D:7,118.095576,121.717889
D:7(#9),121.717889,123.111087
D:7,123.111087,128.997345
D:7(#9),128.997345,130.402152
D:7,130.402152,132.549998
C,132.549998,136.183921
G:7,136.183921,138.053127
D:7,138.053127,139.875894
F:7,139.875894,143.625917
D:7,143.625917,147.20179
D:7(#9),147.20179,148.566315
D:7,148.566315,154.980765
N,154.980765,159.007347
N,0.0,0.382952
C,0.382952,3.849274
E:min,3.849274,7.343877
C,7.343877,10.79204
E:min,10.79204,14.240204
E:min,14.240204,19.557573
C,19.557573,22.216258
E:min,22.216258,23.121836
E:min,23.121836,27.419379
E:min/b7,27.419379,28.311496
C,28.311496,30.923741
E:min,30.923741,31.782879
E:min7,31.782879,33.547596
E:min6,33.547596,35.312312
C/3,35.312312,37.018979
E:min,37.018979,38.795306
E:min7,38.795306,40.594852
E:min6,40.594852,42.266689
C/3,42.266689,43.973356
E:min,43.973356,45.772902
E:min,45.772902,51.043832
C,51.043832,53.609637
E:min,53.609637,54.526825
E:min,54.526825,59.728095
C,59.728095,62.34034
E:min,62.34034,63.222698
E:min7,63.222698,64.940975
E:min6,64.940975,66.682471
C/3,66.682471,68.389138
E:min,68.389138,70.142244
E:min7,70.142244,71.906961
E:min6,71.906961,73.625238
C/3,73.625238,75.343514
E:min,75.343514,77.096621
C,77.096621,80.544784
E:min,80.544784,83.969727
C,83.969727,87.383061
E:min,87.383061,90.831224
E:min,90.831224,96.020884
C,96.020884,98.621519
E:min,98.621519,99.457437
E:min,99.457437,104.612267
C,104.612267,107.270952
E:min,107.270952,108.15331
E:min7,108.15331,109.918027
E:min6,109.918027,111.671133
C/3,111.671133,113.43585
E:min,113.43585,115.212176
E:min7,115.212176,116.965283
E:min6,116.965283,118.67195
C/3,118.67195,120.436666
E:min,120.436666,121.874545
F#:min7,121.874545,122.334088
E:min,122.334088,123.59783
N,123.59783,127.686531
N,0.0,0.412721
Eb:min,0.412721,2.908866
Ab:min,2.908866,5.149591
Gb,5.149591,6.310589
B,6.310589,7.459977
Gb,7.459977,8.620975
Bb:7,8.620975,9.689092
Eb:min,9.689092,12.045918
Ab:min,12.045918,14.367913
Gb,14.367913,15.552131
B,15.552131,16.713129
Gb,16.713129,17.850907
B,17.850907,21.36873
Gb,21.36873,23.667505
Ab:min,23.667505,25.943061
Bb:min,25.943061,28.253446
Ab:min,28.253446,30.552222
B:maj7,30.552222,35.231043
Eb:min,35.231043,37.599478
Ab:min,37.599478,39.840204
Gb,39.840204,41.012811
B,41.012811,42.197029
Gb,42.197029,43.323197
Bb:7,43.323197,44.472585
Eb:min,44.472585,46.80619
Ab:min,46.80619,49.151405
Gb,49.151405,50.289183
B,50.289183,51.450181
Gb,51.450181,52.622789
B,52.622789,56.105782
Gb,56.105782,58.358117
Ab:min,58.358117,60.691723
Bb:min7,60.691723,62.978888
Ab:min,62.978888,65.312494
B:maj7,65.312494,70.037755
Eb:min,70.037755,74.658526
Db:min,74.658526,77.015351
Eb:7,77.015351,79.267687
Ab:min,79.267687,81.589682
E,81.589682,83.911678
Eb:7,83.911678,86.268503
Ab:min,86.268503,88.555668
Gb,88.555668,89.728276
B,89.728276,90.889274
Gb,90.889274,92.038662
Bb:7,92.038662,93.199659
Eb:min,93.199659,95.533265
Ab:min,95.533265,97.85526
Gb,97.85526,99.016258
B,99.016258,100.177256
Gb,100.177256,101.326643
B,101.326643,104.844467
Gb,104.844467,107.247732
Ab:min,107.247732,109.511678
Bb:min,109.511678,111.891723
Ab:min,111.891723,114.155668
B:maj7,114.155668,116.512494
Ab:min7,116.512494,118.846099
Eb:min,118.846099,123.52492
Db:min,123.52492,125.904965
Eb:7,125.904965,128.157301
Ab:min,128.157301,130.560566
E,130.560566,132.750388
Eb:7,132.750388,135.239387
Ab:min,135.239387,137.538163
Gb,137.538163,138.675941
B,138.675941,139.860158
Gb,139.860158,141.009546
Bb:7,141.009546,142.193764
Eb:min,142.193764,144.538979
Ab:min,144.538979,146.837755
Gb,146.837755,147.975532
B,147.975532,149.17136
Gb,149.17136,150.343968
B,150.343968,153.861791
Gb,153.861791,156.253446
Ab:min,156.253446,158.575442
Bb:min,158.575442,160.920657
Ab:min,160.920657,163.231043
B:maj7,163.231043,165.564648
Ab:min7,165.564648,165.971494
Eb:min,165.971494,167.933083
Eb:min,167.933083,176.349499
N,176.349499,181.681633
N,0.0,0.440395
N,0.440395,4.959231
C:min(*b3),4.959231,35.834761
C:min(*b3),35.834761,58.265238
Bb,58.265238,59.721399
C:min(*b3),59.721399,60.238385
Bb,60.238385,61.608911
C:min(*b3),61.608911,62.14297
Bb,62.14297,63.478117
C:min(*b3),63.478117,63.977346
Bb,63.977346,65.370544
C:min(*b3),65.370544,88.277029
Bb,88.277029,89.716666
C:min(*b3),89.716666,90.300134
Bb,90.300134,91.609092
C:min(*b3),91.609092,92.143151
Bb,92.143151,93.478299
C:min(*b3),93.478299,94.023968
Bb,94.023968,95.370725
C:min(*b3),95.370725,114.904815
Bb,114.904815,116.338344
C:min(*b3),116.338344,116.884013
Bb,116.884013,118.25399
C:min(*b3),118.25399,118.799659
Bb,118.799659,120.169637
C:min(*b3),120.169637,120.692086
Bb,120.692086,122.004013
C:min(*b3),122.004013,144.717645
Bb,144.717645,146.234036
C:min(*b3),146.234036,146.779705
Bb,146.779705,148.103242
C:min(*b3),148.103242,148.614081
Bb,148.614081,149.984058
C:min(*b3),149.984058,150.471678
Bb,150.471678,151.899705
C:min(*b3),151.899705,176.598418
N,176.598418,181.211429
N,0.0,0.424331
G,0.424331,2.072947
B:min,2.072947,3.963556
Bb,3.963556,6.809818
A:sus4,6.809818,7.668956
A:min,7.668956,8.388775
D,8.388775,10.107052
G,10.107052,11.569909
A:min7,11.569909,13.079206
G/3,13.079206,14.565283
C,14.565283,16.064846
G,16.064846,17.500917
A:min7,17.500917,18.936988
