Id,Onset,Offset
N,0.0,10.454596
G:maj(*1)/5,10.454596,14.628775
G,14.628775,18.826145
G,18.826145,24.259614
C,24.259614,25.350952
G/3,25.350952,26.43068
A:min7,26.43068,27.476822
C/5,27.476822,28.590136
G,28.590136,33.965555
C,33.965555,35.056893
G/3,35.056893,36.159841
A:min7,36.159841,37.239569
C/5,37.239569,38.261247
G,38.261247,39.886643
D,39.886643,40.954761
C,40.954761,41.53526
G,41.53526,43.090997
D,43.090997,44.159115
C,44.159115,44.728004
G,44.728004,46.318571
C,46.318571,47.409909
G,47.409909,49.688051
G:maj(*1)/5,49.688051,53.981156
G,53.981156,58.334897
G,58.334897,63.733537
C,63.733537,64.848095
G/3,64.848095,65.927823
A:min7,65.927823,67.03077
C/5,67.03077,68.075668
G,68.075668,73.567188
C,73.567188,74.670136
G/3,74.670136,75.738253
A:min7,75.738253,76.864421
C/5,76.864421,77.920929
G,77.920929,79.523106
D,79.523106,80.649274
C,80.649274,81.206553
G,81.206553,82.85517
D,82.85517,83.911678
C,83.911678,84.503786
G,84.503786,86.071133
C,86.071133,87.174081
G,87.174081,89.898035
N,89.898035,91.492993
Bb,91.492993,93.687278
D:min,93.687278,95.904784
G:min,95.904784,98.07585
A:min,98.07585,102.452811
D,102.452811,104.577437
G,104.577437,110.185056
C,110.185056,111.264784
G/3,111.264784,112.344512
A:min7,112.344512,113.41263
C/5,113.41263,114.503968
G,114.503968,119.949047
C,119.949047,121.086825
G/3,121.086825,122.143333
A:min7,122.143333,123.281111
C/5,123.281111,124.372448
G,124.372448,126.009455
D,126.009455,127.135623
C,127.135623,127.669682
G,127.669682,129.329909
D,129.329909,130.456077
C,130.456077,131.013356
G,131.013356,132.650362
C,132.650362,133.77653
G,133.77653,136.522468
N,136.522468,138.176712
Bb,138.176712,140.405827
D:min,140.405827,142.658163
G:min,142.658163,144.864058
A:min,144.864058,149.28746
D,149.28746,151.423696
G,151.423696,156.938435
C,156.938435,158.064603
G/3,158.064603,159.121111
A:min7,159.121111,160.246358
C/5,160.246358,161.361836
G,161.361836,166.946235
C,166.946235,168.072403
G/3,168.072403,169.128911
A:min7,169.128911,170.301519
C/5,170.301519,171.427687
G,171.427687,173.076303
D,173.076303,174.179251
C,174.179251,174.75975
G,174.75975,176.408367
D,176.408367,177.546145
C,177.546145,178.115034
G,178.115034,179.77526
C,179.77526,180.959478
G,180.959478,184.142577
N,184.142577,185.394489
G:maj(*1)/5,185.394489,189.794671
G,189.794671,211.236447
N,211.236447,216.685714
N,0.0,1.230589
N,1.230589,3.680294
G,3.680294,5.050272
N,5.050272,9.230853
G,9.230853,10.611451
D,10.611451,12.004648
A,12.004648,14.849092
G,14.849092,16.24229
D,16.24229,17.670317
A,17.670317,20.503151
A,20.503151,26.56356
F#:min,26.56356,29.605374
B:min,29.605374,31.045011
G,31.045011,34.237755
B:min,34.237755,35.758662
G,35.758662,37.337619
E,37.337619,40.507142
A,40.507142,46.81136
F#:min,46.81136,50.004104
B:min,50.004104,51.397301
G,51.397301,54.613265
B:min,54.613265,56.134172
G,56.134172,57.713129
E,57.713129,60.731723
G,60.731723,62.26424
D,62.26424,63.819977
A,63.819977,66.710861
G,66.710861,68.115668
D,68.115668,69.624965
A,69.624965,74.696536
N,74.696536,76.285788
A,76.285788,82.52365
F#:min,82.52365,85.600294
B:min,85.600294,87.121201
G,87.121201,90.290725
B:min,90.290725,91.823242
G,91.823242,93.413809
E,93.413809,96.513673
A,96.513673,102.829501
F#:min,102.829501,105.940975
B:min,105.940975,107.437246
G,107.437246,110.608185
B:min,110.608185,112.175532
G,112.175532,113.719659
E,113.719659,116.749863
G,116.749863,118.29399
D,118.29399,119.872947
A,119.872947,122.763832
G,122.763832,124.191859
D,124.191859,125.677936
A,125.677936,132.214353
A,132.214353,138.286371
F#:min,138.286371,141.374625
B:min,141.374625,142.895532
G,142.895532,145.972176
B:min,145.972176,147.469863
G,147.469863,148.968415
E,148.968415,151.974535
A,151.974535,158.127823
F#:min,158.127823,161.262517
B:min,161.262517,162.783424
G,162.783424,165.883287
B:min,165.883287,167.404195
G,167.404195,168.994761
E,168.994761,172.071405
A,172.071405,178.375623
F#:min,178.375623,181.661247
B:min,181.661247,183.166049
G,183.166049,186.386507
B:min,186.386507,187.930634
G,187.930634,189.599646
E,189.599646,192.621065
G,192.621065,194.176802
D,194.176802,195.744149
A,195.744149,198.716303
G,198.716303,200.155941
D,200.155941,201.642018
A,201.642018,206.700168
N,206.700168,208.190045
G,208.190045,209.641292
D,209.641292,211.057709
A,211.057709,213.971814
G,213.971814,215.423061
D,215.423061,216.827868
A,216.827868,219.741972
A,219.741972,225.866927
N,225.866927,234.814694
N,0.0,0.403805
Db,0.403805,1.981768
Db:maj7,1.981768,3.560725
F:min,3.560725,6.788299
Ab:maj6,6.788299,10.050702
Db,10.050702,11.652879
Bb:min,11.652879,13.197006
F:min,13.197006,16.35492
Eb:min7,16.35492,19.501224
Ab,19.501224,21.92572
Ab:7,21.92572,23.471836
Db,23.471836,25.062403
Bb:min,25.062403,26.67619
F:min,26.67619,29.834104
Eb:min7,29.834104,31.447891
Gb:min,31.447891,34.617414
Db,34.617414,41.037732
Ab,41.037732,44.311746
Ab,44.311746,50.551398
Gb,50.551398,53.715827
Db,53.715827,56.862131
Ab,56.862131,63.24456
Gb,63.24456,66.403916
Db,66.403916,69.482176
Db,69.482176,71.026303
Bb:min,71.026303,72.55882
F:min,72.55882,75.705124
Eb:min7,75.705124,78.897868
Ab,78.897868,80.421672
Ab:7,80.421672,81.986122
Db,81.986122,83.565079
Bb:min,83.565079,85.120816
