Id,Onset,Offset
N,0.0,1.053119
B:min,1.053119,3.593854
G,3.593854,6.09
E,6.09,8.655804
A,8.655804,11.14034
A,11.14034,13.659705
C#:min,13.659705,16.10941
F#:min,16.10941,18.686825
D,18.686825,19.371814
G,19.371814,19.987142
A,19.987142,21.25263
A,21.25263,23.760385
C#:min,23.760385,26.25653
F#:min,26.25653,28.764285
D,28.764285,29.391224
G,29.391224,29.994943
A,29.994943,31.21399
B:min,31.21399,36.217891
G,36.217891,41.256621
E,41.256621,46.365011
A,46.365011,48.895986
A,48.895986,51.392131
A,51.392131,53.946326
C#:min,53.946326,56.488911
F#:min,56.488911,59.008276
D,59.008276,59.658435
G,59.658435,60.273764
A,60.273764,61.527641
A,61.527641,64.139886
C#:min,64.139886,66.647641
F#:min,66.647641,69.143786
D,69.143786,69.747505
G,69.747505,70.339614
A,70.339614,71.535442
B:min,71.535442,76.597392
G,76.597392,81.705782
E,81.705782,86.767732
A,86.767732,89.170425
A,89.170425,91.864512
A,91.864512,94.337437
C#:min,94.337437,96.880022
F#:min,96.880022,99.399387
D,99.399387,100.049546
G,100.049546,100.653265
A,100.653265,101.976802
A,101.976802,104.530997
C#:min,104.530997,107.131632
F#:min,107.131632,109.720657
D,109.720657,110.335986
G,110.335986,110.974535
A,110.974535,112.170362
B:min,112.170362,117.220702
G,117.220702,122.259433
E,122.259433,127.391043
A,127.391043,129.933628
F#:min,129.933628,132.464603
A,132.464603,133.71848
A:maj6,133.71848,136.943715
N,136.943715,141.087347
N,0.0,0.700166
D,0.700166,3.496145
F,3.496145,6.340589
G,6.340589,9.138594
A:7,9.138594,11.852371
D,11.852371,13.294965
C,13.294965,14.711383
G,14.711383,16.15102
A,16.15102,17.590657
D,17.590657,18.983854
C,18.983854,20.423492
G,20.423492,21.828299
A,21.828299,23.256326
B:min,23.256326,24.637913
G:min,24.637913,26.065941
B:min,26.065941,27.470748
G:min,27.470748,28.921995
D,28.921995,30.291972
G,30.291972,31.743219
D,31.743219,33.101587
F,33.101587,33.670476
F,33.670476,34.169705
G,34.169705,34.552834
D,34.552834,36.004081
C,36.004081,37.385668
G,37.385668,38.767256
A,38.767256,40.160453
D,40.160453,41.58848
C,41.58848,43.028117
G,43.028117,44.409705
A,44.409705,45.849342
B:min,45.849342,47.288979
G:min,47.288979,48.728616
B:min,48.728616,50.098594
G:min,50.098594,51.584671
D,51.584671,53.001088
G,53.001088,54.347845
D,54.347845,55.799092
D,55.799092,57.2039
A:min,57.2039,58.620317
D,58.620317,60.013514
G,60.013514,62.799909
B:min,62.799909,64.193106
E,64.193106,65.586303
A,65.586303,68.318677
D,68.318677,69.789115
C,69.789115,71.159092
G,71.159092,72.57551
